Unnamed: 0,nombre1,nombre2,apellido1,apellido2,genero,edad,id,voto,email,password
1110,Valeria ,Arely,Garcia,Espinosa,Mujer,26,1111,4.0,valeria garcia1111@urcmac.edu.mx,garciavaleria 1111
1111,Laura,Elizabeth,Tolentino,Sanchez,Mujer,21,1112,2.0,lauratolentino1112@urcmac.edu.mx,tolentinolaura1112
1112,Laura,,Ruiz,Estrada,Mujer,23,1113,1.0,lauraruiz1113@urcmac.edu.mx,ruizlaura1113
1113,Valeria,Arely,Ruiz,Hernandez,Mujer,23,1114,5.0,valeriaruiz1114@urcmac.edu.mx,ruizvaleria1114
1114,Gloria,Arely,Tolentino,Hernandez,Mujer,24,1115,1.0,gloriatolentino1115@urcmac.edu.mx,tolentinogloria1115
1115,Gloria,Elizabeth,Tolentino,Estrada,Mujer,25,1116,4.0,gloriatolentino1116@urcmac.edu.mx,tolentinogloria1116
1116,Gloria,Arely,Salazar,Espinosa,Mujer,28,1117,2.0,gloriasalazar1117@urcmac.edu.mx,salazargloria1117
1117,Gloria,Elizabeth,Salazar,Sanchez,Mujer,23,1118,1.0,gloriasalazar1118@urcmac.edu.mx,salazargloria1118
1118,Gloria,Urania,Salazar,Estrada,Mujer,21,1119,2.0,gloriasalazar1119@urcmac.edu.mx,salazargloria1119
1119,Laura,Arely,Rubio,Hernandez,Mujer,22,1120,2.0,laurarubio1120@urcmac.edu.mx,rubiolaura1120
1120,Valeria ,Urania,Ruiz,Marinez,Mujer,28,1121,5.0,valeria ruiz1121@urcmac.edu.mx,ruizvaleria 1121
1121,Valeria,Urania,Ruiz,Marinez,Mujer,20,1122,2.0,valeriaruiz1122@urcmac.edu.mx,ruizvaleria1122
1122,Gloria,Elizabeth,Ruiz,Espinosa,Mujer,26,1123,1.0,gloriaruiz1123@urcmac.edu.mx,ruizgloria1123
1123,Valeria,Arely,Salazar,Estrada,Mujer,25,1124,4.0,valeriasalazar1124@urcmac.edu.mx,salazarvaleria1124
1124,Gloria,,Garcia,Espinosa,Mujer,23,1125,5.0,gloriagarcia1125@urcmac.edu.mx,garciagloria1125
1125,Dante,Ulises,Sanchez,Castillo,Hombre,35,1126,Opción 2,dantesanchez1126@urcmac.edu.mx,sanchezdante1126
